Rank,MmrEstimate,PlayerId,Win,Lose,Winrate
42,3345.0,204088,222,231,0.4900662251655629
53,3519.0,213228,2405,2388,0.5017734195702066
42,3393.0,214011,4290,4370,0.4953810623556582
53,3459.0,222159,3446,3382,0.5046865846514352
80,4563.0,229637,2007,1607,0.5553403431101273
80,4105.0,231862,527,469,0.5291164658634538
80,4208.0,232600,3978,3616,0.5238346062681064
51,3426.0,240141,2102,2057,0.5054099543159414
72,4320.0,242963,6085,5871,0.508949481431917
55,3280.0,244635,71,64,0.5259259259259259
71,4069.0,245305,4228,4149,0.504715291870598
44,3375.0,246539,1769,1587,0.5271156138259833
80,4575.0,279996,469,173,0.7305295950155763
71,4035.0,280488,2508,2422,0.5087221095334685
,4243.0,281023,88,85,0.5086705202312138
64,3673.0,282938,312,232,0.5735294117647058
80,4663.0,291337,1180,917,0.5627086313781593
73,4531.0,293728,3138,2981,0.512828893610067
62,3587.0,299673,3053,2969,0.506974427100631
64,3985.0,309445,2429,2361,0.507098121085595
80,5115.0,310596,2939,2597,0.5308887283236994
73,3771.0,319084,1507,1346,0.5282159130739572
,3736.0,324533,227,260,0.46611909650924027
80,4190.0,335089,246,137,0.6422976501305483
64,3409.0,340861,1623,1352,0.5455462184873949
33,3239.0,348595,1101,1108,0.498415572657311
63,3703.0,355634,4884,4790,0.5048583832954311
51,3261.0,363611,1859,1703,0.5218978102189781
35,3568.0,382268,1084,1058,0.5060690943043884
62,3525.0,388221,3908,4039,0.4917578960614068
73,3659.0,409380,3506,3256,0.5184856551316178
80,5001.0,413850,1096,952,0.53515625
53,3642.0,416063,3167,3159,0.5006323110970597
62,3548.0,417477,3203,3279,0.494137611848195
65,4003.0,419081,1503,1455,0.5081135902636917
24,2359.0,432412,492,550,0.472168905950096
63,4362.0,439296,6494,6307,0.5073041168658698
80,5745.0,445935,1123,738,0.6034390112842558
13,1849.0,462026,1067,1184,0.47401155042203463
44,3505.0,462225,2386,2525,0.48584809611077173
80,4596.0,496530,5172,4339,0.5437913994322363
73,3961.0,504085,2397,2123,0.5303097345132743
53,3426.0,505833,1375,1324,0.5094479436828455
80,6041.0,522916,1118,926,0.5469667318982387
53,3302.0,535014,5724,5820,0.49584199584199584
71,4092.0,546686,3152,2872,0.5232403718459495
80,3639.0,548368,3491,3299,0.5141384388807069
80,4786.0,554006,2323,1990,0.5386042198006028
64,4461.0,557772,3487,3531,0.49686520376175547
75,4146.0,558978,1394,1298,0.5178306092124815
80,4921.0,559731,5004,4590,0.5215759849906192
51,3343.0,568079,1397,1311,0.5158788774002954
24,2056.0,581146,2355,2363,0.4991521831284443
52,3660.0,594785,1666,1679,0.49805680119581464
53,3514.0,597177,2390,2398,0.49916457811194653
80,4848.0,610314,2099,1967,0.5162321692080669
43,2526.0,618120,2526,2588,0.4939382088384826
45,3099.0,624737,3489,3553,0.49545583641011076
45,3127.0,629466,1875,1703,0.524035774175517
52,3005.0,639740,2202,1933,0.5325272067714631
53,3244.0,649486,1898,1911,0.49829351535836175
80,4711.0,666666,526,376,0.5831485587583148
80,4735.0,676193,719,651,0.5248175182481751
80,4621.0,680868,646,607,0.515562649640862
61,4049.0,692918,4367,3927,0.5265251989389921
,4145.0,693855,136,68,0.6666666666666666
72,4240.0,696676,211,151,0.5828729281767956
62,3746.0,721158,2563,2388,0.517673197333872
61,3907.0,731690,3727,3447,0.5195149149707277
64,4184.0,746713,5585,5354,0.5105585519700155
,3267.0,748360,1987,1998,0.4986198243412798
63,3737.0,755457,2928,2818,0.5095718760877131
80,5131.0,758174,2217,1713,0.5641221374045802
74,4470.0,760290,5625,5501,0.5055725328060399
,3817.0,763344,1887,1744,0.5196915450289177
80,4353.0,769356,2796,2515,0.5264545283374129
34,2687.0,787090,254,231,0.5237113402061856
80,6062.0,791313,928,434,0.6813509544787077
80,4677.0,792121,1525,1348,0.530804037591368
,4402.0,832944,2310,1501,0.6061401207032275
51,3725.0,842868,1199,1164,0.5074058400338552
51,3286.0,843923,3827,3673,0.5102666666666666
80,5464.0,848718,3588,2978,0.5464514163874505
72,3932.0,870139,625,514,0.5487269534679543
53,3656.0,870535,4859,4702,0.508210438238678
32,3834.0,872171,937,944,0.4981392876129718
,2947.0,890211,1388,1489,0.4824469933958985
43,3479.0,891667,4373,4170,0.5118810722228725
80,4522.0,892408,2468,2349,0.5123520863608054
64,3722.0,901150,5117,5464,0.4836026840563274
51,3884.0,902126,701,694,0.5025089605734767
80,4515.0,904274,5676,5413,0.5118585986112364
55,4469.0,909757,2648,2438,0.5206449075894612
75,4381.0,915777,4106,3814,0.5184343434343435
62,4012.0,918963,2033,2132,0.48811524609843937
71,4098.0,940606,3909,3678,0.5152234084618427
63,3984.0,942275,4794,4378,0.5226777147841256
80,5346.0,947391,2535,2218,0.5333473595623817
53,4472.0,962222,4049,3819,0.5146161667513981
72,4121.0,975218,880,812,0.5200945626477541
44,2887.0,980399,2389,2359,0.5031592249368155
64,4237.0,986425,6016,5755,0.5110865686857531
51,2890.0,995380,3892,3652,0.5159066808059385
45,3353.0,995571,1375,1433,0.4896723646723647
32,2945.0,996451,1521,1439,0.5138513513513514
55,3586.0,996597,2088,1829,0.5330610160837376
54,3454.0,1002362,1422,1641,0.4642507345739471
65,4041.0,1004660,2118,2068,0.5059722885809842
62,3898.0,1021187,2673,2378,0.5292021381904574
75,5226.0,1028237,2819,2671,0.5134790528233151
,4783.0,1035367,0,6,0.0
71,2363.0,1044222,2073,1820,0.5324942203955818
31,2446.0,1051011,640,676,0.48632218844984804
43,3537.0,1053153,4809,4862,0.49725984903319204
24,3127.0,1065556,3026,3058,0.49737015121630507
80,4927.0,1078022,3456,3199,0.5193087903831706
73,4254.0,1089531,3282,2866,0.5338321405335068
52,2891.0,1091486,1478,1477,0.5001692047377326
75,4125.0,1093566,7972,7746,0.5071892098231328
75,4229.0,1099339,2377,2124,0.5281048655854255
80,4235.0,1114032,2870,2601,0.5245841710838969
65,3865.0,1128731,3797,3699,0.5065368196371398
23,1821.0,1131756,2707,2548,0.515128449096099
55,3694.0,1141027,2362,2437,0.49218587205667846
80,4627.0,1143505,5777,5129,0.5297084173849257
72,4283.0,1152929,4149,4157,0.49951842041897426
73,4068.0,1163009,6919,6831,0.5032
,1661.0,1173398,14,25,0.358974358974359
61,3278.0,1183804,6169,6093,0.5030990050562714
80,4096.0,1185644,4067,3232,0.5571996163858063
63,3583.0,1229058,1204,1234,0.4938474159146842
,4937.0,1235374,3171,3070,0.5080916519788495
32,3089.0,1255058,1794,1824,0.49585406301824214
42,3725.0,1264154,1495,1685,0.470125786163522
54,3632.0,1277993,7256,7070,0.5064916934245428
80,6035.0,1296625,5285,3606,0.5944213249353278
61,3869.0,1327306,4807,4652,0.508193255100962
52,3858.0,1348404,3066,3147,0.49348140994688555
80,4607.0,1348748,3452,3032,0.5323874151758174
80,5862.0,1400303,717,593,0.5473282442748092
44,3278.0,1410052,1618,1670,0.49209245742092456
51,,1440456,37,25,0.5967741935483871
42,3351.0,1470116,752,821,0.4780673871582963
,3657.0,1506054,869,834,0.5102759835584263
51,4037.0,1507712,4225,4159,0.5039360687022901
80,3849.0,1509257,1788,1409,0.559274319674695
80,5742.0,1522705,9950,8753,0.5320002138694327
80,4053.0,1524235,2324,2067,0.5292644044636757
25,2414.0,1531396,409,359,0.5325520833333334
44,3887.0,1555277,4884,4935,0.4974029941949282
53,3225.0,1558845,831,671,0.5532623169107856
80,4425.0,1565150,4322,4040,0.5168619947381009
72,5167.0,1576542,5905,5811,0.5040116080573575
34,2823.0,1590535,2568,2596,0.4972889233152595
80,4314.0,1607376,232,183,0.5590361445783133
80,4951.0,1656775,1714,1601,0.5170437405731524
73,4326.0,1670463,2702,2559,0.5135905721345752
,2906.0,1712579,807,823,0.4950920245398773
43,3353.0,1730252,2044,2179,0.4840161022969453
80,5167.0,1768511,5494,4867,0.5302576971334814
41,2419.0,1769238,655,533,0.5513468013468014
73,4054.0,1816162,2018,1837,0.5234760051880675
72,4012.0,1827912,82,44,0.6507936507936508
42,4285.0,1847650,401,383,0.5114795918367347
75,4516.0,1861500,3460,3261,0.5148043445915786
64,3066.0,1871638,1038,1006,0.5078277886497065
25,3146.0,1880653,1953,1896,0.5074045206547155
,6276.0,1887602,6329,5898,0.5176249284370655
80,4655.0,1900948,4081,3815,0.5168439716312057
71,4151.0,1905303,3301,3066,0.5184545311763782
34,3008.0,1907894,600,615,0.49382716049382713
74,4460.0,1917659,2070,1732,0.5444502893214098
52,3477.0,1944907,1463,1501,0.4935897435897436
63,3974.0,1949678,2451,2346,0.5109443402126329
43,3257.0,1970867,6755,6724,0.501149936938942
71,4742.0,1974883,805,767,0.5120865139949109
72,4065.0,1994517,1509,1399,0.5189133425034388
64,4311.0,1994680,5085,4917,0.5083983203359328
34,3245.0,2004628,193,217,0.47073170731707314
35,3516.0,2100918,3129,3014,0.5093602474361061
54,3157.0,2110826,2788,2561,0.5212189194241914
80,5874.0,2113039,7559,6603,0.5337522948736054
45,4415.0,2137310,2384,2389,0.49947622040645295
33,2601.0,2184491,4246,4255,0.49947065051170453
54,4167.0,2189352,1276,1259,0.5033530571992111
80,4680.0,2195629,1767,1596,0.5254237288135594
71,4146.0,2231128,2789,2726,0.5057116953762466
45,3088.0,2248603,4626,4544,0.5044711014176663
53,3657.0,2253294,1451,1354,0.5172905525846703
75,4199.0,2274364,4550,4279,0.5153471514327783
75,4797.0,2323199,2438,2165,0.529654573104497
33,2975.0,2372494,2182,2271,0.4900067370312149
34,4268.0,2420500,1019,945,0.5188391038696538
45,3144.0,2432354,1235,1246,0.4977831519548569
72,4451.0,2433331,2097,2019,0.5094752186588921
71,3717.0,2434347,1954,1717,0.5322800326886407
64,4243.0,2440283,3838,3683,0.5103044807871294
,4457.0,2441770,18,26,0.4090909090909091
73,4355.0,2462747,1038,891,0.5381026438569206
80,4506.0,2491317,2721,2530,0.5181870119977148
41,2863.0,2492592,689,537,0.5619902120717781
35,2885.0,2534953,674,639,0.5133282559025133
44,3428.0,2552528,1628,1636,0.4987745098039216
80,4809.0,2553754,4806,3142,0.604680422747861
80,4368.0,2577608,3404,3289,0.5085910652920962
62,3570.0,2583364,816,767,0.5154769425142135
35,2388.0,2584036,3003,3124,0.49012567324955114
74,5212.0,2584202,1227,1056,0.5374507227332457
80,4357.0,2618804,1884,1768,0.515881708652793
43,2794.0,2625019,1365,1358,0.5012853470437018
43,3363.0,2637065,3256,3368,0.4915458937198068
,5288.0,2665893,0,1,0.0
65,4271.0,2687997,3591,3313,0.5201332560834299
31,2950.0,2717411,3639,3743,0.49295583852614466
,4121.0,2727612,431,410,0.5124851367419738
,4438.0,2744346,1669,1464,0.5327162464091925
23,2274.0,2759404,2215,2250,0.49608062709966405
80,4203.0,2772577,1549,1350,0.5343221800620904
80,4637.0,2772943,1596,1566,0.5047438330170778
80,4167.0,2774752,5907,5864,0.5018265228102965
55,3750.0,2824748,1993,2010,0.4978765925555833
32,2855.0,2843510,3480,3493,0.49906783307041447
80,4813.0,2845322,5626,5199,0.5197228637413395
43,3571.0,2879592,2902,3045,0.4879771313267193
44,3138.0,2885068,1807,1851,0.49398578458173864
74,4070.0,2938296,3594,3547,0.5032908556224618
22,2419.0,2940747,2274,2422,0.4842419080068143
33,3221.0,2965590,1528,1615,0.48615972001272667
53,3568.0,2970933,5451,5277,0.5081096196868009
80,4080.0,2976371,4416,4680,0.48548812664907653
80,5067.0,2979820,6198,5662,0.5225969645868466
41,3103.0,3012120,1023,1027,0.49902439024390244
43,3598.0,3018388,2048,2132,0.48995215311004786
62,3566.0,3054637,1026,904,0.5316062176165803
31,2987.0,3055015,464,507,0.47785787847579814
52,3510.0,3092009,161,158,0.5047021943573667
55,3575.0,3099111,2214,2246,0.4964125560538117
80,4797.0,3105213,4175,3965,0.5128992628992629
51,2977.0,3131298,1167,1150,0.5036685369011653
51,3360.0,3137882,3519,3493,0.5018539646320593
44,3182.0,3162811,789,647,0.5494428969359332
80,5068.0,3165951,4803,4189,0.5341414590747331
33,3132.0,3167303,1262,1231,0.5062174087444845
65,4130.0,3199518,905,990,0.47757255936675463
61,3420.0,3204650,3687,3601,0.5059001097694841
42,3430.0,3212831,1506,1525,0.4968657208841966
43,3519.0,3219924,3412,3414,0.49985350131848816
80,4500.0,3224518,5570,5449,0.5054905163807968
73,4982.0,3227941,4929,4476,0.5240829346092504
80,4354.0,3231124,9834,9117,0.5189172075352224
65,3885.0,3233664,2887,2821,0.505781359495445
80,4374.0,3282804,4318,4055,0.5157052430431148
80,4951.0,3292479,5267,2952,0.6408322180313907
80,4990.0,3300990,2075,2006,0.5084538103406028
61,4249.0,3321510,2281,2022,0.5300952823611433
52,3653.0,3349347,2174,2093,0.5094914459807828
31,3066.0,3380835,4042,4031,0.500681283289979
80,3907.0,3386257,4052,3930,0.5076421949386118
44,3215.0,3387439,1205,1015,0.5427927927927928
74,3917.0,3404137,3609,3557,0.5036282444878594
80,4196.0,3450534,4591,4358,0.513018214325623
80,4668.0,3479207,2713,2481,0.5223334616865614
53,3661.0,3509059,766,846,0.47518610421836227
,3448.0,3528958,661,631,0.5116099071207431
31,2745.0,3531827,1683,1664,0.5028383627128772
35,2821.0,3532445,4671,4655,0.5008578168561012
80,4936.0,3573436,2298,2041,0.5296151186909426
73,4165.0,3591053,5483,3806,0.5902680589945096
43,3391.0,3612872,2691,2627,0.5060172997367431
,3248.0,3640573,1311,1341,0.49434389140271495
25,3766.0,3659726,2485,2655,0.48346303501945526
,2211.0,3660951,598,657,0.47649402390438245
44,3261.0,3682695,3897,3954,0.49636988918609093
35,3127.0,3694707,2068,2101,0.49604221635883905
80,4255.0,3694811,564,317,0.6401816118047673
42,3182.0,3722065,1714,1559,0.5236785823403606
80,4632.0,3745735,1597,1448,0.5244663382594417
55,4537.0,3760495,2304,2028,0.5318559556786704
72,4026.0,3789175,777,627,0.5534188034188035
75,4237.0,3816638,3665,3390,0.5194897236002834
43,3037.0,3820248,4905,4643,0.513720150816925
55,3430.0,3842975,432,415,0.5100354191263282
51,3471.0,3852308,1733,1630,0.5153137079988106
71,4687.0,3876136,2060,1851,0.5267195090769624
73,4178.0,3897047,2396,2270,0.5135019288469781
80,7275.0,3916428,1580,1109,0.5875790256600967
80,7358.0,3940262,6970,4996,0.5824837038275112
53,3209.0,3995635,2114,2027,0.5105047090074861
71,3681.0,4008035,2677,2826,0.48646192985644193
31,1774.0,4067951,1228,1290,0.48768864177918986
64,4102.0,4137516,3885,3844,0.5026523482986156
54,3543.0,4140317,1738,1630,0.5160332541567696
54,3725.0,4141535,205,170,0.5466666666666666
80,4706.0,4181019,510,401,0.5598243688254665
73,4188.0,4205760,2340,2180,0.5176991150442478
71,5455.0,4211480,3405,2528,0.5739086465531772
65,3865.0,4226336,6571,6366,0.5079230115173533
71,4194.0,4253405,559,457,0.5501968503937008
25,2341.0,4268252,81,96,0.4576271186440678
80,4708.0,4281729,7541,7053,0.5167191996710977
80,5132.0,4344452,6404,6164,0.5095480585614258
21,3115.0,4345102,2920,3123,0.4832037067681615
61,4156.0,4353864,3956,4024,0.4957393483709273
71,3326.0,4449247,70,43,0.6194690265486725
34,2802.0,4451744,2492,2476,0.501610305958132
51,3332.0,4464773,4027,3914,0.5071149729253243
45,3518.0,4474920,2167,2201,0.4961080586080586
80,4653.0,4486715,3080,2943,0.5113730698987216
74,4020.0,4525031,1612,1470,0.5230369889682025
35,3609.0,4531584,3050,2995,0.5045492142266336
42,3533.0,4546888,2873,2927,0.4953448275862069
34,2805.0,4578757,2475,2402,0.507484109083453
55,3724.0,4579191,2606,2502,0.5101801096319499
23,2409.0,4613220,1538,1565,0.4956493715758943
72,4437.0,4638606,1932,1844,0.5116525423728814
32,3215.0,4647569,4563,4619,0.49695055543454586
80,5029.0,4667868,3492,2961,0.5411436541143654
45,3191.0,4740972,2464,2474,0.49898744430943703
23,1673.0,4745283,947,993,0.4881443298969072
73,4279.0,4799068,5590,5355,0.5107354956601188
34,3070.0,4799415,758,754,0.5013227513227513
44,3632.0,4800690,3929,3929,0.5
52,3338.0,4856132,1974,1955,0.5024179180453041
80,4875.0,4858080,3184,2742,0.537293283833952
65,3793.0,4867760,1455,1326,0.52319309600863
31,2886.0,4893455,1039,1093,0.4873358348968105
53,3521.0,4904014,1903,1761,0.5193777292576419
35,3065.0,4915723,2114,2123,0.49893792777908896
72,4212.0,4944554,4990,4972,0.5009034330455732
71,4112.0,4958944,4515,4420,0.5053161723559038
,3823.0,4970974,945,884,0.5166757791142701
80,5502.0,5067233,3999,3857,0.5090376782077393
65,4397.0,5068429,4176,3632,0.5348360655737705
80,4903.0,5083320,5763,5329,0.5195636494771007
73,3787.0,5092612,1941,1793,0.5198178896625603
44,3802.0,5093051,1901,1640,0.5368539960463146
72,3780.0,5094784,4408,4125,0.5165826790108988
62,4408.0,5099679,6675,6559,0.5043826507480731
54,3828.0,5118517,3056,2798,0.5220362145541511
71,3661.0,5120604,2916,2465,0.5419067087901877
80,7419.0,5150808,2044,1422,0.5897287939988459
73,3753.0,5178461,5994,5734,0.5110845839017736
63,3907.0,5188148,3487,3331,0.511440305074802
80,5689.0,5200380,4960,4667,0.5152176171185209
74,4054.0,5281537,3086,2821,0.5224310140511258
75,4819.0,5310422,2856,2325,0.5512449334105385
54,3116.0,5323659,1477,1536,0.4902090939263193
72,4050.0,5332631,3772,3705,0.5044804065801792
71,3947.0,5336312,1286,1236,0.5099127676447264
73,4397.0,5346194,4289,4182,0.5063156652107189
65,4163.0,5357212,1355,1180,0.534516765285996
32,2386.0,5417925,1585,1679,0.4856004901960784
65,4126.0,5435128,3927,3880,0.5030101191238632
80,5129.0,5448108,4843,3188,0.6030382268708754
73,3804.0,5451144,1406,1238,0.5317700453857791
61,3603.0,5485332,2410,2242,0.5180567497850387
55,4305.0,5559243,3561,3251,0.5227539635936582
64,4066.0,5623607,3224,2869,0.5291317905793533
21,2197.0,5625952,2267,2447,0.4809079338141706
74,4714.0,5651902,4010,3657,0.5230207382287727
80,4596.0,5714839,6438,6156,0.511195807527394
71,4207.0,5743554,1671,1570,0.515581610614008
32,2356.0,5805943,1892,1748,0.5197802197802198
80,5199.0,5809537,4399,3141,0.58342175066313
51,3263.0,5814500,2833,2902,0.4939843068875327
43,3100.0,5832208,1670,1479,0.5303270879644332
42,3108.0,5837502,617,615,0.5008116883116883
65,3763.0,5844432,4931,4843,0.5045017393083692
63,3899.0,5851927,3850,3679,0.5113560897861602
,4300.0,5871393,2077,1931,0.5182135728542914
53,3292.0,5947559,1493,1557,0.48950819672131146
44,3244.0,5951116,428,388,0.5245098039215687
12,1373.0,5976541,2894,3067,0.4854890119107532
43,3039.0,5977116,1087,1033,0.5127358490566037
62,4170.0,5998900,3250,3150,0.5078125
42,3723.0,6005975,3492,3396,0.5069686411149826
54,3700.0,6036692,4149,4034,0.5070267628009287
73,4218.0,6083974,4154,3717,0.527760132130606
80,6505.0,6103402,2669,2151,0.5537344398340249
62,3774.0,6110660,2975,2867,0.5092434097911674
73,4473.0,6116047,3662,3418,0.5172316384180791
73,4522.0,6128514,3749,3534,0.5147604009336811
42,3134.0,6131286,1906,1936,0.4960957834461218
51,3649.0,6143377,1331,1406,0.4862988673730362
43,3048.0,6165007,1669,1688,0.49717009234435505
51,3989.0,6180840,4543,4261,0.5160154475238528
80,5674.0,6199147,4455,3828,0.5378486055776892
71,3590.0,6213160,2758,2596,0.5151288756070228
52,3143.0,6290442,1022,836,0.55005382131324
80,4965.0,6311459,3068,2843,0.5190323126374556
53,3076.0,6333964,203,184,0.524547803617571
65,4088.0,6342687,3652,3588,0.5044198895027624
54,4011.0,6405038,1635,1458,0.5286129970902037
73,3572.0,6512115,1835,1758,0.5107152797105483
32,2688.0,6513929,1104,1207,0.4777152747728256
33,2850.0,6537410,3554,3529,0.5017647889312439
,3922.0,6558031,1263,1253,0.5019872813990461
42,2427.0,6611766,1987,2049,0.4923191278493558
73,4108.0,6619065,2532,2380,0.5154723127035831
62,3636.0,6619361,2579,2535,0.5043019163081737
25,2876.0,6623016,2935,3009,0.49377523553162855
80,4989.0,6641401,3528,3318,0.5153374233128835
54,3481.0,6642201,2548,2373,0.5177809388335705
43,3198.0,6653333,2933,2936,0.499744419833021
80,3778.0,6669666,185,77,0.7061068702290076
80,4482.0,6677889,853,725,0.5405576679340938
80,4976.0,6749040,1017,913,0.5269430051813472
41,2837.0,6752689,1265,1239,0.5051916932907349
80,5431.0,6773141,11529,10885,0.514366021236727
73,4446.0,6790186,5327,5222,0.5049767750497678
44,3257.0,6791888,1124,1117,0.501561802766622
54,3454.0,6817904,2997,2915,0.506935047361299
80,7457.0,6922000,1366,953,0.5890470030185425
25,3128.0,6935158,671,689,0.4933823529411765
74,4401.0,6945052,3373,3180,0.5147260796581719
80,4675.0,6995569,7145,6667,0.5173037938024906
62,4314.0,7022632,2349,2328,0.5022450288646568
80,4728.0,7030221,3990,3389,0.5407236752947554
80,4923.0,7033835,3978,3758,0.5142192347466391
34,3068.0,7042401,2374,2324,0.5053214133673903
33,3045.0,7107482,4448,4486,0.497873293037833
45,3822.0,7167161,1993,1870,0.5159202692208128
63,3501.0,7172979,2049,1823,0.5291838842975206
55,3590.0,7186312,4399,4201,0.5115116279069768
80,5048.0,7195861,4253,3125,0.5764434806180537
80,3986.0,7197240,2084,1873,0.5266616123325751
64,4067.0,7200747,4238,4162,0.5045238095238095
33,2847.0,7300352,2899,3052,0.4871450176440934
52,3824.0,7333617,1815,1771,0.5061349693251533
75,4859.0,7336035,3046,2625,0.5371186739552107
72,4506.0,7353870,3379,3192,0.514229188860143
80,4545.0,7356789,3397,3228,0.5127547169811321
15,2283.0,7371504,467,499,0.4834368530020704
80,5403.0,7396553,3952,3754,0.5128471321048533
,4164.0,7413397,1978,1633,0.5477707006369427
80,4993.0,7439022,4256,3673,0.5367637785344936
72,3590.0,7509852,2901,2452,0.5419390995703344
41,3130.0,7515154,2459,2552,0.490720415086809
51,3471.0,7555413,869,682,0.5602836879432624
80,4686.0,7564436,4285,3995,0.517512077294686
63,3939.0,7577404,2081,1763,0.541363163371488
44,3489.0,7586480,2956,2815,0.5122162536822041
,4677.0,7600495,3675,1318,0.7360304426196675
31,2874.0,7606247,5255,5312,0.49730292419797484
80,4586.0,7607992,3422,3157,0.5201398388812889
52,3356.0,7636729,429,403,0.515625
35,3225.0,7673218,1559,1608,0.4922639722134512
,4336.0,7696271,1625,1461,0.5265716137394686
44,3030.0,7713241,2954,3005,0.49572075851652964
44,3415.0,7721566,2169,2038,0.5155692892797719
80,4991.0,7732096,2144,2040,0.5124282982791587
74,4852.0,7774496,4358,3682,0.5420398009950249
,3594.0,7804316,1708,1718,0.4985405720957385
61,3609.0,7810583,891,876,0.5042444821731749
71,3854.0,7877327,2591,2570,0.502034489440031
80,5845.0,7910302,3706,3144,0.541021897810219
41,3252.0,7929064,197,187,0.5130208333333334
80,5218.0,7932121,4573,3598,0.5596622200465059
75,4159.0,7935062,453,427,0.5147727272727273
80,5160.0,8054672,3604,3501,0.5072484166080226
80,5474.0,8084237,6213,3987,0.6091176470588235
72,4101.0,8086412,5139,4419,0.5376647834274952
54,3520.0,8105331,234,165,0.5864661654135338
63,3926.0,8127457,1612,1617,0.49922576649117373
80,4568.0,8133567,4381,4220,0.5093593768166492
72,3855.0,8135738,2420,2311,0.5115197632635806
80,4749.0,8157114,5783,5476,0.5136335376143529
14,1571.0,8167410,273,301,0.47560975609756095
71,4246.0,8174546,3353,3240,0.5085696951311998
80,4760.0,8271653,3015,2497,0.5469883889695211
15,2108.0,8280467,311,352,0.46907993966817496
75,4017.0,8295692,1925,1864,0.5080496173132752
,3422.0,8319269,576,590,0.4939965694682676
80,4704.0,8322143,3748,3528,0.5151181968114349
22,3447.0,8356950,2239,2299,0.49338915821947993
64,4362.0,8372707,5154,4565,0.5303014713447886
65,3622.0,8409623,3724,3684,0.5026997840172787
54,3685.0,8419567,1193,1196,0.49937212222687316
53,3309.0,8468729,3765,3595,0.5115489130434783
62,4384.0,8486142,4159,3969,0.5116879921259843
44,3668.0,8493845,3292,3213,0.5060722521137586
71,3944.0,8500279,421,360,0.5390524967989757
80,5151.0,8553400,5818,5259,0.5252324636634468
42,3130.0,8574576,2615,2580,0.5033686236766122
63,3721.0,8579446,3032,2718,0.5273043478260869
45,3718.0,8585453,1890,1744,0.5200880572372042
80,5176.0,8591574,6810,5280,0.5632754342431762
74,3487.0,8647429,1662,1566,0.5148698884758365
65,3720.0,8657778,2000,1701,0.5403944879762227
74,5001.0,8663085,5290,4831,0.5226756249382473
51,2875.0,8672303,2370,2160,0.5231788079470199
72,4822.0,8686158,4241,3712,0.5332578901043631
80,6426.0,8712306,4312,2980,0.5913329676357653
42,2511.0,8729314,1971,1905,0.5085139318885449
64,4063.0,8817047,5041,4897,0.5072449184946669
52,3909.0,8819666,3192,3142,0.5039469529523208
80,4560.0,8868256,4239,3759,0.5300075018754689
51,3695.0,8919114,507,575,0.4685767097966728
,3903.0,8997355,2141,2080,0.5072257758824923
41,3361.0,8999946,2586,2271,0.5324274243360099
80,4617.0,9001808,5005,4673,0.5171523041950816
80,5072.0,9013580,2646,2553,0.5089440276976341
72,4428.0,9113298,4799,4604,0.510369031160268
72,4768.0,9117570,2725,2389,0.5328509972624169
80,4309.0,9121885,1978,1914,0.5082219938335046
35,2962.0,9132999,2797,2868,0.49373345101500443
22,2243.0,9154258,630,639,0.49645390070921985
33,2863.0,9155041,2647,2666,0.4982119329945417
63,3299.0,9157434,1671,1586,0.513048817930611
80,4569.0,9196866,3033,2774,0.5223006716032375
